Sport,Venue,Zone,Session Code,Date,Games Day,Session Type,Session Description,Start Time,End Time
Table Tennis,LA Convention Center Hall 3,DTLA,TTE14,7/19/2028,5,Preliminary,Men's Singles Round of 32 | Women's Singles Round of 32,15:00,18:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE15,7/19/2028,5,Final,Women's Doubles Bronze Medal Match | Women's Doubles Gold Medal Match,21:00,23:15
Table Tennis,LA Convention Center Hall 3,DTLA,TTE16,7/20/2028,6,Preliminary,Men's Singles Round of 16 | Women's Singles Round of 16,10:00,13:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE17,7/20/2028,6,Preliminary,Men's Singles Round of 16 | Women's Singles Round of 16,15:00,18:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE18,7/20/2028,6,Preliminary,Men's Singles Round of 16 | Women's Singles Round of 16,20:00,22:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE19,7/21/2028,7,Quarterfinal,Men's Singles Quarterfinal | Women's Singles Quarterfinal,10:00,13:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE20,7/21/2028,7,Quarterfinal,Men's Singles Quarterfinal | Women's Singles Quarterfinal,15:00,18:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE21,7/21/2028,7,Quarterfinal,Men's Singles Quarterfinal | Women's Singles Quarterfinal,21:00,23:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE22,7/22/2028,8,Semifinal,Women's Singles Semifinal,14:00,16:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE23,7/22/2028,8,Final,Women's Singles Bronze Medal Match | Women's Singles Gold Medal Match,21:00,23:15
Table Tennis,LA Convention Center Hall 3,DTLA,TTE24,7/23/2028,9,Semifinal,Men's Singles Semifinal,14:00,16:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE25,7/23/2028,9,Final,Men's Singles Bronze Medal Match | Men's Singles Gold Medal Match,21:00,23:15
Table Tennis,LA Convention Center Hall 3,DTLA,TTE26,7/24/2028,10,Preliminary,Mixed Team Groups 1 and 2 Round 1,10:00,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE27,7/24/2028,10,Preliminary,Mixed Team Groups 3 and 4 Round 1,17:00,22:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE28,7/25/2028,11,Preliminary,Mixed Team Groups 1 and 2 Round 2,10:00,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE29,7/25/2028,11,Preliminary,Mixed Team Groups 3 and 4 Round 2,17:00,22:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE30,7/26/2028,12,Preliminary,Mixed Team Groups 1 and 2 Round 3,10:00,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE31,7/26/2028,12,Preliminary,Mixed Team Groups 3 and 4 Round 3,17:00,22:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE32,7/27/2028,13,Quarterfinal,Mixed Team Quarterfinal (2 Matches),10:00,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE33,7/27/2028,13,Quarterfinal,Mixed Team Quarterfinal (2 Matches),17:00,22:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE34,7/28/2028,14,Semifinal,Mixed Team Semifinal,12:30,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE35,7/28/2028,14,Semifinal,Mixed Team Semifinal,20:00,22:30
Table Tennis,LA Convention Center Hall 3,DTLA,TTE36,7/29/2028,15,Bronze,Mixed Team Bronze Medal Match,12:30,15:00
Table Tennis,LA Convention Center Hall 3,DTLA,TTE37,7/29/2028,15,Final,Mixed Team Gold Medal Match,20:00,22:45
Taekwondo,LA Convention Center Hall 1,DTLA,TKW01,7/26/2028,12,Preliminary,Women's -49kg Round of 32 | Men's -58kg Round of 32 | Women's -49kg Round of 16 | Men's -58kg Round of 16,9:00,13:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW02,7/26/2028,12,Semifinal,Women's -49kg Quarterfinal | Men's -58kg Quarterfinal | Women's -49kg Semifinal | Men's -58kg Semifinal,15:00,18:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW03,7/26/2028,12,Final,Women's -49kg Repechage Contests | Men's -58kg Repechage Contests | Women's -49kg Bronze Medal Contests | Men's -58kg Bronze Medal Contests | Women's -49kg Gold Medal Contest | Men's -58kg Gold Medal Contest,19:30,23:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW04,7/27/2028,13,Preliminary,Men's -68kg Round of 32 | Women's -57kg Round of 32 | Men's -68kg Round of 16 | Women's -57kg Round of 16,9:00,13:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW05,7/27/2028,13,Semifinal,Men's -68kg Quarterfinal | Women's -57kg Quarterfinal | Men's -68kg Semifinal | Women's -57kg Semifinal,15:00,18:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW06,7/27/2028,13,Final,Men's -68kg Repechage Contests | Women's -57kg Repechage Contests | Men's -68kg Bronze Medal Contests | Women's -57kg Bronze Medal Contests | Men's -68kg Gold Medal Contest | Women's -57kg Gold Medal Contest,19:30,23:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW07,7/28/2028,14,Preliminary,Women's -67kg Round of 32 | Men's -80kg Round of 32 | Women's -67kg Round of 16 | Men's -80kg Round of 16,9:00,13:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW08,7/28/2028,14,Semifinal,Women's -67kg Quarterfinal | Men's -80kg Quarterfinal | Women's -67kg Semifinal | Men's -80kg Semifinal,15:00,18:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW09,7/28/2028,14,Final,Women's -67kg Repechage Contests | Men's -80kg Repechage Contests | Women's -67kg Bronze Medal Contests | Men's -80kg Bronze Medal Contests | Women's -67kg Gold Medal Contest | Men's -80kg Gold Medal Contest,19:30,23:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW10,7/29/2028,15,Preliminary,Men's +80kg Round of 32 | Men's +80kg Round of 16 | Women's +67kg Round of 16,9:00,13:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW11,7/29/2028,15,Semifinal,Men's +80kg Quarterfinal | Women's +67kg Quarterfinal | Men's +80kg Semifinal | Women's +67kg Semifinal,15:00,18:00
Taekwondo,LA Convention Center Hall 1,DTLA,TKW12,7/29/2028,15,Final,Men's +80kg Repechage Contests | Women's +67kg Repechage Contests | Men's +80kg Bronze Medal Contests | Women's +67kg Bronze Medal Contests | Men's +80kg Gold Medal Contest | Women's +67kg Gold Medal Contest,19:30,23:00
Tennis,Carson Center Court,Carson,TEN01,7/19/2028,5,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00,16:30
Tennis,Carson Court 1,Carson,TEN02,7/19/2028,5,Preliminary,Mixed Doubles Round 1 (3 Matches),11:00,16:30
Tennis,Carson Court 2,Carson,TEN03,7/19/2028,5,Preliminary,Mixed Doubles Round 1 (2 Matches),11:00,16:30
Tennis,Carson Center Court,Carson,TEN04,7/19/2028,5,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30,23:30
Tennis,Carson Court 1,Carson,TEN05,7/19/2028,5,Quarterfinal,Mixed Doubles Quarterfinal (2 Matches),18:30,23:30
Tennis,Carson Center Court,Carson,TEN06,7/20/2028,6,Semifinal,Mixed Doubles Semifinal (2 Matches),11:00,16:30
Tennis,Carson Court 1,Carson,TEN07,7/20/2028,6,Preliminary,Men's and/or Women's Singles Round 1,11:00,20:00
Tennis,Carson Court 2,Carson,TEN08,7/20/2028,6,Preliminary,Men's and/or Women's Singles Round 1,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN09,7/20/2028,6,Preliminary,Men's and/or Women's Singles Round 1,11:00,20:00
Tennis,Carson Center Court,Carson,TEN10,7/20/2028,6,Final,Mixed Doubles Bronze Medal Match | Mixed Doubles Gold Medal Match,18:30,0:00
Tennis,Carson Center Court,Carson,TEN11,7/21/2028,7,Preliminary,Men's and/or Women's Singles Round 1,11:00,16:30
Tennis,Carson Court 1,Carson,TEN12,7/21/2028,7,Preliminary,Men's and/or Women's Singles Round 1 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Court 2,Carson,TEN13,7/21/2028,7,Preliminary,Men's and/or Women's Singles Round 1 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN14,7/21/2028,7,Preliminary,Men's and/or Women's Singles Round 1 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Center Court,Carson,TEN15,7/21/2028,7,Preliminary,Men's and/or Women's Singles Round 1,18:30,23:30
Tennis,Carson Center Court,Carson,TEN16,7/22/2028,8,Preliminary,Men's and/or Women's Singles Round 2,11:00,16:30
Tennis,Carson Court 1,Carson,TEN17,7/22/2028,8,Preliminary,Men's and/or Women's Singles Round 2 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Court 2,Carson,TEN18,7/22/2028,8,Preliminary,Men's and/or Women's Singles Round 2 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN19,7/22/2028,8,Preliminary,Men's and/or Women's Singles Round 2 | Men's and/or Women's Doubles Round 1,11:00,20:00
Tennis,Carson Center Court,Carson,TEN20,7/22/2028,8,Preliminary,Men's and/or Women's Singles Round 2,18:30,23:30
Tennis,Carson Center Court,Carson,TEN21,7/23/2028,9,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,11:00,16:30
Tennis,Carson Court 1,Carson,TEN22,7/23/2028,9,Preliminary,Men's Singles Round 2 | Women's Singles Round 3 | Men's and/or Women's Doubles Round 2,11:00,20:00
Tennis,Carson Court 2,Carson,TEN23,7/23/2028,9,Preliminary,Men's Singles Round 2 | Women's Singles Round 3 | Men's and/or Women's Doubles Round 2,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN24,7/23/2028,9,Preliminary,Men's Singles Round 2 | Women's Singles Round 3 | Men's and/or Women's Doubles Round 2,11:00,20:00
Tennis,Carson Center Court,Carson,TEN25,7/23/2028,9,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,18:30,23:30
Tennis,Carson Center Court,Carson,TEN26,7/24/2028,10,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,11:00,16:30
Tennis,Carson Court 1,Carson,TEN27,7/24/2028,10,Quarterfinal,Men's Singles Round 3 and/or | Women's Singles Quarterfinal and/or | Men's Doubles Quarterfinal and/or | Women's Doubles Round 2,11:00,20:00
Tennis,Carson Court 2,Carson,TEN28,7/24/2028,10,Quarterfinal,Men's Singles Round 3 and/or | Women's Singles Quarterfinal and/or | Men's Doubles Quarterfinal and/or | Women's Doubles Round 2,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN29,7/24/2028,10,Quarterfinal,Men's Singles Round 3 and/or | Women's Singles Quarterfinal and/or | Men's Doubles Quarterfinal and/or | Women's Doubles Round 2,11:00,20:00
Tennis,Carson Center Court,Carson,TEN30,7/24/2028,10,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,18:30,23:30
Tennis,Carson Center Court,Carson,TEN31,7/25/2028,11,Semifinal,Men's Singles Quarterfinal | Women's Singles Semifinal,11:00,16:30
Tennis,Carson Court 1,Carson,TEN32,7/25/2028,11,Semifinal,Men's Doubles Semifinal | Men's Singles Quarterfinal | Women's Doubles Quarterfinal,11:00,20:00
Tennis,Carson Court 2,Carson,TEN33,7/25/2028,11,Semifinal,Men's Doubles Semifinal | Men's Singles Quarterfinal | Women's Doubles Quarterfinal,11:00,20:00
Tennis,Carson Courts 3-11,Carson,TEN34,7/25/2028,11,Quarterfinal,Men's Singles Quarterfinal and/or Women's Doubles Quarterfinal,11:00,20:00
Tennis,Carson Center Court,Carson,TEN35,7/25/2028,11,Semifinal,Men's Singles Quarterfinal | Women's Singles Semifinal,18:30,23:30
Tennis,Carson Center Court,Carson,TEN36,7/26/2028,12,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,11:00,16:30
Tennis,Carson Center Court,Carson,TEN37,7/26/2028,12,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,18:30,23:30
Tennis,Carson Center Court,Carson,TEN38,7/27/2028,13,Final,Women's Singles Bronze Medal Match | Women's Singles Gold Medal Match,11:00,16:30
Tennis,Carson Center Court,Carson,TEN39,7/27/2028,13,Final,Men's Doubles Bronze Medal Match | Men's Doubles Gold Medal Match,18:30,0:00
Tennis,Carson Center Court,Carson,TEN40,7/28/2028,14,Final,Men's Singles Bronze Medal Match | Men's Singles Gold Medal Match,11:00,16:30
Tennis,Carson Center Court,Carson,TEN41,7/28/2028,14,Final,Women's Doubles Bronze Medal Match | Women's Doubles Gold Medal Match,18:30,0:00
Trampoline Gymnastics,DTLA Arena,DTLA,GTR01,7/21/2028,7,Final,Men's Qualification | Men's Final,12:30,15:15
Trampoline Gymnastics,DTLA Arena,DTLA,GTR02,7/21/2028,7,Final,Women's Qualification | Women's Final,20:00,22:45
Triathlon,Venice Beach,Venice,TRI01,7/15/2028,1,Final,Women's Individual,7:30,10:10
Triathlon,Venice Beach,Venice,TRI02,7/16/2028,2,Final,Men's Individual,7:30,10:00
Triathlon,Venice Beach,Venice,TRI03,7/20/2028,6,Final,Mixed Relay,8:00,10:00
Volleyball,Honda Center,Anaheim,VVO01,7/15/2028,1,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO02,7/15/2028,1,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO03,7/15/2028,1,Preliminary,Men's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO04,7/15/2028,1,Preliminary,Men's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO05,7/16/2028,2,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO06,7/16/2028,2,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO07,7/16/2028,2,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO08,7/16/2028,2,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO09,7/17/2028,3,Preliminary,Women's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO10,7/17/2028,3,Preliminary,Women's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO11,7/17/2028,3,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO12,7/17/2028,3,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO13,7/18/2028,4,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO14,7/18/2028,4,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO15,7/18/2028,4,Preliminary,Men's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO16,7/18/2028,4,Preliminary,Men's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO17,7/19/2028,5,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO18,7/19/2028,5,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO19,7/19/2028,5,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO20,7/19/2028,5,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO21,7/20/2028,6,Preliminary,Women's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO22,7/20/2028,6,Preliminary,Women's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO23,7/20/2028,6,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO24,7/20/2028,6,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO25,7/21/2028,7,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO26,7/21/2028,7,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO27,7/21/2028,7,Preliminary,Men's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO28,7/21/2028,7,Preliminary,Men's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO29,7/22/2028,8,Preliminary,Men's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO30,7/22/2028,8,Preliminary,Men's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO31,7/22/2028,8,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO32,7/22/2028,8,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO33,7/23/2028,9,Preliminary,Women's Preliminary,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO34,7/23/2028,9,Preliminary,Women's Preliminary,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO35,7/23/2028,9,Preliminary,Women's Preliminary,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO36,7/23/2028,9,Preliminary,Women's Preliminary,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO37,7/24/2028,10,Quarterfinal,Men's Quarterfinal,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO38,7/24/2028,10,Quarterfinal,Men's Quarterfinal,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO39,7/24/2028,10,Quarterfinal,Men's Quarterfinal,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO40,7/24/2028,10,Quarterfinal,Men's Quarterfinal,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO41,7/25/2028,11,Quarterfinal,Women's Quarterfinal,9:00,11:30
Volleyball,Honda Center,Anaheim,VVO42,7/25/2028,11,Quarterfinal,Women's Quarterfinal,13:00,15:30
Volleyball,Honda Center,Anaheim,VVO43,7/25/2028,11,Quarterfinal,Women's Quarterfinal,17:00,19:30
Volleyball,Honda Center,Anaheim,VVO44,7/25/2028,11,Quarterfinal,Women's Quarterfinal,21:00,23:30
Volleyball,Honda Center,Anaheim,VVO45,7/26/2028,12,Semifinal,Men's Semifinal,11:00,13:30
Volleyball,Honda Center,Anaheim,VVO46,7/26/2028,12,Semifinal,Men's Semifinal,16:00,18:30
Volleyball,Honda Center,Anaheim,VVO47,7/27/2028,13,Semifinal,Women's Semifinal,11:00,13:30
Volleyball,Honda Center,Anaheim,VVO48,7/27/2028,13,Semifinal,Women's Semifinal,16:00,18:30
Volleyball,Honda Center,Anaheim,VVO49,7/28/2028,14,Bronze,Men's Bronze Medal Match,20:30,23:00
Volleyball,Honda Center,Anaheim,VVO50,7/29/2028,15,Final,Men's Gold Medal Match,10:00,13:15
Volleyball,Honda Center,Anaheim,VVO51,7/29/2028,15,Bronze,Women's Bronze Medal Match,14:45,17:15
Volleyball,Honda Center,Anaheim,VVO52,7/30/2028,16,Final,Women's Gold Medal Match,10:00,13:15
Water Polo,Long Beach Aquatics Center,Long Beach,WPO01,7/12/2028,-2,Preliminary,Men's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO02,7/12/2028,-2,Preliminary,Men's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO03,7/12/2028,-2,Preliminary,Men's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO04,7/13/2028,-1,Preliminary,Women's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO05,7/13/2028,-1,Preliminary,Women's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO06,7/13/2028,-1,Preliminary,Women's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO07,7/15/2028,1,Preliminary,Men's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO08,7/15/2028,1,Preliminary,Men's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO09,7/15/2028,1,Preliminary,Men's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO10,7/16/2028,2,Preliminary,Women's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO11,7/16/2028,2,Preliminary,Women's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO12,7/16/2028,2,Preliminary,Women's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO13,7/17/2028,3,Preliminary,Men's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO14,7/17/2028,3,Preliminary,Men's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO15,7/17/2028,3,Preliminary,Men's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO16,7/18/2028,4,Preliminary,Women's Preliminary (2 Matches),10:00,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO17,7/18/2028,4,Preliminary,Women's Preliminary (2 Matches),14:30,17:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO18,7/18/2028,4,Preliminary,Women's Preliminary (2 Matches),19:00,22:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO19,7/19/2028,5,Quarterfinal,Men's Quarterfinal (2 Matches),11:30,14:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO20,7/19/2028,5,Quarterfinal,Men's Quarterfinal (2 Matches),17:00,20:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO21,7/20/2028,6,Quarterfinal,Women's Quarterfinal (2 Matches),11:30,14:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO22,7/20/2028,6,Quarterfinal,Women's Quarterfinal (2 Matches),17:00,20:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO23,7/21/2028,7,Semifinal,Men's Semifinal (2 Matches),11:30,14:30
Water Polo,Long Beach Aquatics Center,Long Beach,WPO24,7/21/2028,7,Semifinal,Women's Semifinal (2 Matches),17:00,20:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO25,7/22/2028,8,Bronze,Men's Bronze Medal Match,11:30,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO26,7/22/2028,8,Final,Men's Gold Medal Match,15:00,17:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO27,7/23/2028,9,Bronze,Women's Bronze Medal Match,11:30,13:00
Water Polo,Long Beach Aquatics Center,Long Beach,WPO28,7/23/2028,9,Final,Women's Gold Medal Match,15:00,17:00
Weightlifting,Peacock Theater,DTLA,WLF01,7/25/2028,11,Final,Men's 65kg,16:50,19:00
Weightlifting,Peacock Theater,DTLA,WLF02,7/25/2028,11,Final,Women's 53kg,20:50,23:00
Weightlifting,Peacock Theater,DTLA,WLF03,7/26/2028,12,Final,Women's 61kg | Women's 69kg,14:10,19:00
Weightlifting,Peacock Theater,DTLA,WLF04,7/26/2028,12,Final,Men's 75kg,20:50,23:00
Weightlifting,Peacock Theater,DTLA,WLF05,7/27/2028,13,Final,Men's 85kg | Men's 95kg,14:10,19:00
Weightlifting,Peacock Theater,DTLA,WLF06,7/27/2028,13,Final,Women's 77kg,20:50,23:00
Weightlifting,Peacock Theater,DTLA,WLF07,7/28/2028,14,Final,Women's 86kg,16:50,19:00
Weightlifting,Peacock Theater,DTLA,WLF08,7/28/2028,14,Final,Men's 110kg,20:50,23:00
Weightlifting,Peacock Theater,DTLA,WLF09,7/29/2028,15,Final,Men's +110kg,16:50,19:00
Weightlifting,Peacock Theater,DTLA,WLF10,7/29/2028,15,Final,Women's +86kg,20:50,23:00
Wrestling,LA Convention Center Hall 2,DTLA,WRE01,7/24/2028,10,Quarterfinal,Men's Greco-Roman 60kg Round of 16 | Women's Freestyle 50kg Round of 16 | Men's Greco-Roman 130kg Round of 16 | Men's Greco-Roman 60kg Quarterfinal | Women's Freestyle 50kg Quarterfinal | Men's Greco-Roman 130kg Quarterfinal,11:00,13:00
Wrestling,LA Convention Center Hall 2,DTLA,WRE02,7/24/2028,10,Semifinal,Men's Greco-Roman 60kg Semifinal | Men's Greco-Roman 130kg Semifinal | Women's Freestyle 50kg Semifinal,19:00,20:00
Wrestling,LA Convention Center Hall 2,DTLA,WRE03,7/25/2028,11,Quarterfinal,Men's Greco-Roman 60kg Repechage | Women's Freestyle 50kg Repechage | Men's Greco-Roman 130kg Repechage | Men's Greco-Roman 77kg Round of 16 | Women's Freestyle 53kg Round of 16 | Men's Greco-Roman 97kg Round of 16 | Men's Greco-Roman 77kg Quarterfinal | Women's Freestyle 53kg Quarterfinal | Men's Greco-Roman 97kg Quarterfinal,11:00,13:30
Wrestling,LA Convention Center Hall 2,DTLA,WRE04,7/25/2028,11,Final,Men's Greco-Roman 77kg Semifinal | Men's Greco-Roman 97kg Semifinal | Women's Freestyle 53kg Semifinal | Men's Greco-Roman 60kg Bronze Medal Match | Men's Greco-Roman 60kg Gold Medal Match | Men's Greco-Roman 130kg Bronze Medal Match | Men's Greco-Roman 130kg Gold Medal Match | Women's Freestyle 50kg Bronze Medal Match | Women's Freestyle 50kg Gold Medal Match,19:00,22:45
Wrestling,LA Convention Center Hall 2,DTLA,WRE05,7/26/2028,12,Quarterfinal,Men's Greco-Roman 77kg Repechage | Women's Freestyle 53kg Repechage | Men's Greco-Roman 97kg Repechage | Men's Greco-Roman 67kg Round of 16 | Women's Freestyle 57kg Round of 16 | Men's Greco-Roman 87kg Round of 16 | Men's Greco-Roman 67kg Quarterfinal | Women's Freestyle 57kg Quarterfinal | Men's Greco-Roman 87kg Quarterfinal,11:00,13:30
Wrestling,LA Convention Center Hall 2,DTLA,WRE06,7/26/2028,12,Final,Men's Greco-Roman 67kg Semifinal | Men's Greco-Roman 87kg Semifinal | Women's Freestyle 57kg Semifinal | Men's Greco-Roman 77kg Bronze Medal Match | Men's Greco-Roman 77kg Gold Medal Match | Men's Greco-Roman 97kg Bronze Medal Match | Men's Greco-Roman 97kg Gold Medal Match | Women's Freestyle 53kg Bronze Medal Match | Women's Freestyle 53kg Gold Medal Match,19:00,22:45
Wrestling,LA Convention Center Hall 2,DTLA,WRE07,7/27/2028,13,Quarterfinal,Men's Greco-Roman 67kg Repechage | Women's Freestyle 57kg Repechage | Men's Greco-Roman 87kg Repechage | Men's Freestyle 57kg Round of 16 | Women's Freestyle 62kg Round of 16 | Men's Freestyle 86kg Round of 16 | Men's Freestyle 57kg Quarterfinal | Women's Freestyle 62kg Quarterfinal | Men's Freestyle 86kg Quarterfinal,11:00,13:30
Wrestling,LA Convention Center Hall 2,DTLA,WRE08,7/27/2028,13,Final,Men's Freestyle 57kg Semifinal | Men's Freestyle 86kg Semifinal | Women's Freestyle 62kg Semifinal | Men's Greco-Roman 67kg Bronze Medal Match | Men's Greco-Roman 67kg Gold Medal Match | Men's Greco-Roman 87kg Bronze Medal Match | Men's Greco-Roman 87kg Gold Medal Match | Women's Freestyle 57kg Bronze Medal Match | Women's Freestyle 57kg Gold Medal Match,19:00,22:45
Wrestling,LA Convention Center Hall 2,DTLA,WRE09,7/28/2028,14,Quarterfinal,Men's Freestyle 57kg Repechage | Women's Freestyle 62kg Repechage | Men's Freestyle 86kg Repechage | Men's Freestyle 74kg Round of 16 | Women's Freestyle 68kg Round of 16 | Men's Freestyle 125kg Round of 16 | Men's Freestyle 74kg Quarterfinal | Women's Freestyle 68kg Quarterfinal | Men's Freestyle 125kg Quarterfinal,11:00,13:30
