Sport,Venue,Zone,Session Code,Date,Games Day,Session Type,Session Description,Start Time,End Time
Basketball,Intuit Dome,Inglewood,BKB34,7/25/2028,11,Quarterfinal,Men's Quarterfinal,13:00,15:00
Basketball,Intuit Dome,Inglewood,BKB35,7/25/2028,11,Quarterfinal,Men's Quarterfinal,20:00,22:00
Basketball,Intuit Dome,Inglewood,BKB36,7/26/2028,12,Semifinal,Women's Semifinal,16:00,18:00
Basketball,Intuit Dome,Inglewood,BKB37,7/26/2028,12,Semifinal,Women's Semifinal,21:30,23:30
Basketball,Intuit Dome,Inglewood,BKB38,7/27/2028,13,Semifinal,Men's Semifinal,16:00,18:00
Basketball,Intuit Dome,Inglewood,BKB39,7/27/2028,13,Semifinal,Men's Semifinal,21:30,23:30
Basketball,Intuit Dome,Inglewood,BKB40,7/28/2028,14,Bronze,Women's Bronze Medal Game,16:00,18:00
Basketball,Intuit Dome,Inglewood,BKB41,7/29/2028,15,Bronze,Men's Bronze Medal Game,12:00,14:00
Basketball,Intuit Dome,Inglewood,BKB42,7/29/2028,15,Final,Women's Gold Medal Game,16:00,18:15
Basketball,Intuit Dome,Inglewood,BKB43,7/30/2028,16,Final,Men's Gold Medal Game,12:45,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV01,7/15/2028,1,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV02,7/15/2028,1,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV03,7/15/2028,1,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV04,7/16/2028,2,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV05,7/16/2028,2,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV06,7/16/2028,2,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV07,7/17/2028,3,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV08,7/17/2028,3,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV09,7/17/2028,3,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV10,7/18/2028,4,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV11,7/18/2028,4,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV12,7/18/2028,4,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV13,7/19/2028,5,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV14,7/19/2028,5,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV15,7/19/2028,5,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV16,7/20/2028,6,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV17,7/20/2028,6,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV18,7/20/2028,6,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV19,7/21/2028,7,Preliminary,Men's and/or Women's Preliminaries (3 Matches),9:00,12:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV20,7/21/2028,7,Preliminary,Men's and/or Women's Preliminaries (4 Matches),14:00,18:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV21,7/21/2028,7,Preliminary,Men's and/or Women's Preliminaries (3 Matches),20:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV22,7/22/2028,8,Preliminary,Men's and/or Women's Preliminaries (2 Matches),9:00,11:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV23,7/22/2028,8,Preliminary,Men's and/or Women's Preliminaries (4 Matches),19:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV24,7/23/2028,9,Preliminary,Men's or Women's Round of 16 (2 Matches),9:00,11:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV25,7/23/2028,9,Preliminary,Men's or Women's Round of 16 (2 Matches),13:00,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV26,7/23/2028,9,Preliminary,Men's or Women's Round of 16 (2 Matches),17:00,19:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV27,7/23/2028,9,Preliminary,Men's or Women's Round of 16 (2 Matches),21:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV28,7/24/2028,10,Preliminary,Men's or Women's Round of 16 (2 Matches),9:00,11:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV29,7/24/2028,10,Preliminary,Men's or Women's Round of 16 (2 Matches),13:00,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV30,7/24/2028,10,Preliminary,Men's or Women's Round of 16 (2 Matches),17:00,19:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV31,7/24/2028,10,Preliminary,Men's or Women's Round of 16 (2 Matches),21:00,23:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV32,7/25/2028,11,Quarterfinal,Men's Quarterfinal | Women's Quarterfinal,13:00,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV33,7/25/2028,11,Quarterfinal,Men's Quarterfinal | Women's Quarterfinal,20:00,22:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV34,7/26/2028,12,Quarterfinal,Men's Quarterfinal | Women's Quarterfinal,13:00,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV35,7/26/2028,12,Quarterfinal,Men's Quarterfinal | Women's Quarterfinal,20:00,22:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV36,7/27/2028,13,Semifinal,Men's Semifinal | Women's Semifinal,13:00,15:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV37,7/27/2028,13,Semifinal,Men's Semifinal | Women's Semifinal,20:00,22:00
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV38,7/28/2028,14,Final,Women's Bronze Medal Match | Women's Gold Medal Match,15:30,18:30
Beach Volleyball,Alamitos Beach Stadium,Long Beach,VBV39,7/29/2028,15,Final,Men's Bronze Medal Match | Men's Gold Medal match,19:00,22:00
BMX Freestyle,Valley Complex 1,Valley,BMF01,7/28/2028,14,Preliminary,Men's Park Qualification | Women's Park Qualification,10:30,13:30
BMX Freestyle,Valley Complex 1,Valley,BMF02,7/29/2028,15,Final,Men's Park Final | Women's Park Final,10:30,13:50
BMX Racing,Valley Complex 4,Valley,BMX01,7/15/2028,1,Quarterfinal,Men's Quarterfinal | Women's Quarterfinal | Men's Last Chance | Women's Last Chance,10:30,12:50
BMX Racing,Valley Complex 4,Valley,BMX02,7/16/2028,2,Final,Men's Semifinal | Women's Semifinal | Men's Final | Women's Final,10:30,13:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX01,7/15/2028,1,Preliminary,Women's 54kg Round of 32 | Women's 60kg Round of 32 | Women's 65kg Round of 32 | Men's 55kg Round of 32 | Men's 65kg Round of 32 | Men's +90kg Round of 16,12:00,14:30
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX02,7/15/2028,1,Preliminary,Women's 54kg Round of 32 | Women's 60kg Round of 32 | Women's 65kg Round of 32 | Men's 55kg Round of 32 | Men's 65kg Round of 32 | Men's +90kg Round of 16,19:00,21:30
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX03,7/16/2028,2,Preliminary,Women's 51kg Round of 32 | Women's 70kg Round of 16 | Men's 60kg Round of 32 | Men's 70kg Round of 32 | Men's 90kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX04,7/16/2028,2,Preliminary,Women's 51kg Round of 32 | Women's 70kg Round of 16 | Men's 60kg Round of 32 | Men's 70kg Round of 32 | Men's 90kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX05,7/17/2028,3,Preliminary,Women's 60kg Round of 16 | Men's 55kg Round of 16 | Men's 65kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX06,7/17/2028,3,Preliminary,Women's 60kg Round of 16 | Men's 55kg Round of 16 | Men's 65kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX07,7/18/2028,4,Quarterfinal,Women's 54kg Round of 16 | Women's 57kg Round of 32 | Men's 80kg Round of 16 | Men's +90kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX08,7/18/2028,4,Quarterfinal,Women's 54kg Round of 16 | Women's 57kg Round of 32 | Men's 80kg Round of 16 | Men's +90kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX09,7/19/2028,5,Quarterfinal,Women's 60kg Quarterfinal | Women's 70kg Quarterfinal | Men's 60kg Round of 16 | Men's 70kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX10,7/19/2028,5,Quarterfinal,Women's 60kg Quarterfinal | Women's 70kg Quarterfinal | Men's 60kg Round of 16 | Men's 70kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX11,7/20/2028,6,Quarterfinal,Women's 51kg Round of 16 | Women's 65kg Round of 16 | Men's 65kg Quarterfinal | Men's 90kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX12,7/20/2028,6,Quarterfinal,Women's 51kg Round of 16 | Women's 65kg Round of 16 | Men's 65kg Quarterfinal | Men's 90kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX13,7/21/2028,7,Quarterfinal,Women's 57kg Round of 16 | Women's 75kg Round of 16 | Men's 55kg Quarterfinal | Men's 80kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX14,7/21/2028,7,Quarterfinal,Women's 57kg Round of 16 | Women's 75kg Round of 16 | Men's 55kg Quarterfinal | Men's 80kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX15,7/22/2028,8,Semifinal,Women's 51kg Quarterfinal | Women's 54kg Quarterfinal | Women's 65kg Quarterfinal | Women's 70kg Semifinal | Men's 60kg Quarterfinal | Men's 70kg Quarterfinal | Men's +90kg Semifinal,12:00,15:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX16,7/22/2028,8,Semifinal,Women's 51kg Quarterfinal | Women's 54kg Quarterfinal | Women's 65kg Quarterfinal | Women's 70kg Semifinal | Men's 60kg Quarterfinal | Men's 70kg Quarterfinal | Men's +90kg Semifinal,19:00,22:00
Boxing - Preliminary Stages,Peacock Theater,DTLA,BOX17,7/23/2028,9,Semifinal,Women's 57kg Quarterfinal | Women's 75kg Quarterfinal | Men's 55kg Semifinal,12:00,14:30
Boxing - Final Stages,DTLA Arena,DTLA,BOX18,7/27/2028,13,Final,Women's 51kg Semifinal | Women's 65kg Semifinal | Women's 70kg Final | Men's 90kg Semifinal,12:00,14:00
Boxing - Final Stages,DTLA Arena,DTLA,BOX19,7/27/2028,13,Final,Women's 54kg Semifinal | Men's 55kg Final | Men's 70kg Semifinal | Men's 80kg Semifinal,18:00,20:00
Boxing - Final Stages,DTLA Arena,DTLA,BOX20,7/28/2028,14,Final,Women's 60kg Semifinal | Men's 60kg Semifinal | Men's +90kg Final,12:00,13:30
Boxing - Final Stages,DTLA Arena,DTLA,BOX21,7/28/2028,14,Final,Women's 51kg Final | Women's 75kg Semifinal | Men's 65kg Semifinal,18:00,19:30
Boxing - Final Stages,DTLA Arena,DTLA,BOX22,7/29/2028,15,Final,Women's 57kg Semifinal | Women's 65kg Final | Men's 90kg Final,12:00,13:30
Boxing - Final Stages,DTLA Arena,DTLA,BOX23,7/29/2028,15,Final,Women's 54kg Final | Women's 60kg Final | Men's 60kg Final | Men's 80kg Final,18:00,20:00
Boxing - Final Stages,DTLA Arena,DTLA,BOX24,7/30/2028,16,Final,Women's 57kg Final | Women's 75kg Final | Men's 65kg Final | Men's 70kg Final,12:00,14:00
Canoe Slalom,OKC Whitewater Center,OKC,CSL01,7/14/2028,0,Preliminary,Men's Kayak Single Heats - 1st and 2nd Run | Women's Kayak Single Heats - 1st and 2nd Run,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL02,7/15/2028,1,Final,Women's Kayak Single Semifinal | Women's Kayak Single Final,10:00 | OKC Local | Time (CT),13:10 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL03,7/16/2028,2,Final,Men's Kayak Single Semifinal | Men's Kayak Single Final,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL04,7/17/2028,3,Preliminary,Men's Canoe Single Heats - 1st and 2nd Run | Women's Canoe Single Heats - 1st and 2nd Run,9:00 | OKC Local | Time (CT),11:35 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL05,7/18/2028,4,Final,Women's Canoe Single Semifinal | Women's Canoe Single Final,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL06,7/19/2028,5,Final,Men's Canoe Single Semifinal | Men's Canoe Single Final,9:00 | OKC Local | Time (CT),12:10 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL07,7/20/2028,6,Preliminary,Women's Kayak Cross Round 1 | Men's Kayak Cross Round 1 | Women's Kayak Cross Repechage | Men's Kayak Cross Repechage,9:00 | OKC Local | Time (CT),12:05 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL08,7/21/2028,7,Preliminary,Men's Kayak Cross Heats | Women's Kayak Cross Heats,9:00 | OKC Local | Time (CT),11:00 | OKC Local | Time (CT)
Canoe Slalom,OKC Whitewater Center,OKC,CSL09,7/22/2028,8,Final,Women's Kayak Cross Quarterfinal | Men's Kayak Cross Quarterfinal | Women's Kayak Cross Semifinal | Men's Kayak Cross Semifinal | Women's Kayak Cross Final | Men's Kayak Cross Final,9:00 | OKC Local | Time (CT),11:20 | OKC Local | Time (CT)
Canoe Sprint,Marine Stadium,Long Beach,CSP01,7/25/2028,11,Quarterfinal,Men's Kayak Double 500m Heats | Women's Kayak Double 500m Heats | Men's Canoe Single 1000m Heats | Women's Canoe Single 200m Heats | Men's Kayak Double 500m Quarterfinal | Women's Kayak Double 500m Quarterfinal | Men's Canoe Single 1000m Quarterfinal | Women's Canoe Single 200m Quarterfinal,9:00,12:30
Canoe Sprint,Marine Stadium,Long Beach,CSP02,7/26/2028,12,Final,Men's Kayak Double 500m Semifinal | Women's Kayak Double 500m Semifinal | Men's Canoe Single 1000m Semifinal | Men's Kayak Double 500m Final B | Women's Kayak Double 500m Final B | Men's Kayak Double 500m Final A | Women's Kayak Double 500m Final A | Men's Canoe Single 1000m Final B | Men's Canoe Single 1000m Final A,9:00,12:40
Canoe Sprint,Marine Stadium,Long Beach,CSP03,7/27/2028,13,Quarterfinal,Men's Kayak Four 500m Heats | Women's Kayak Four 500m Heats | Women's Canoe Double 500m Heats | Men's Canoe Double 500m Heats | Men's Kayak Single 1000m Heats | Women's Kayak Single 500m Heats | Men's Kayak Four 500m Quarterfinal | Men's Canoe Double 500m Quarterfinal | Women's Canoe Double 500m Quarterfinal | Women's Kayak Four 500m Quarterfinal | Men's Kayak Single 1000m Quarterfinal | Women's Kayak Single 500m Quarterfinal,9:00,13:30
Canoe Sprint,Marine Stadium,Long Beach,CSP04,7/28/2028,14,Final,Women's Kayak Single 500m Semifinal | Women's Canoe Double 500m Semifinal | Men's Kayak Single 1000m Semifinal | Women's Kayak Single 500m Final C | Women's Kayak Single 500m Final B | Women's Canoe Double 500m Final B | Women's Kayak Single 500m Final A | Women's Canoe Double 500m Final A | Men's Kayak Single 1000m Final B | Men's Kayak Single 1000m Final A,9:00,12:40
Canoe Sprint,Marine Stadium,Long Beach,CSP05,7/29/2028,15,Final,Women's Canoe Single 200m Semifinal | Men's Canoe Double 500m Semifinal | Women's Kayak Four 500m Semifinal | Men's Kayak Four 500m Semifinal | Women's Canoe Single 200m Final B | Men's Canoe Double 500m Final B | Women's Canoe Single 200m Final A | Men's Canoe Double 500m Final A | Women's Kayak Four 500m Final A | Men's Kayak Four 500m Final A,9:00,12:55
Climbing,Long Beach Climbing Theater,Long Beach,CLB01,7/24/2028,10,Semifinal,Men's Boulder Semifinal,9:30,11:40
Climbing,Long Beach Climbing Theater,Long Beach,CLB02,7/24/2028,10,Preliminary,Men's Speed Qualification | Women's Speed Qualification,13:45,15:25
Climbing,Long Beach Climbing Theater,Long Beach,CLB03,7/25/2028,11,Semifinal,Women's Boulder Semifinal,9:15,11:25
Climbing,Long Beach Climbing Theater,Long Beach,CLB04,7/25/2028,11,Semifinal,Men's Lead Semifinal,18:45,20:00
Climbing,Long Beach Climbing Theater,Long Beach,CLB05,7/26/2028,12,Final,Men's Speed Quarterfinal | Women's Speed Quarterfinal | Men's Speed Semifinal | Women's Speed Semifinal | Men's Speed Final | Women's Speed Final,9:00,10:30
Climbing,Long Beach Climbing Theater,Long Beach,CLB06,7/26/2028,12,Semifinal,Women's Lead Semifinal,18:45,20:00
Climbing,Long Beach Climbing Theater,Long Beach,CLB07,7/27/2028,13,Final,Men's Boulder Final,9:00,10:55
Climbing,Long Beach Climbing Theater,Long Beach,CLB08,7/28/2028,14,Final,Women's Boulder Final,9:00,10:55
Climbing,Long Beach Climbing Theater,Long Beach,CLB09,7/28/2028,14,Final,Men's Lead Final,13:45,15:00
Climbing,Long Beach Climbing Theater,Long Beach,CLB10,7/29/2028,15,Final,Women's Lead Final,9:30,10:45
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT01,7/12/2028,-2,Preliminary,Women's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT02,7/12/2028,-2,Preliminary,Women's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT03,7/13/2028,-1,Preliminary,Women's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT04,7/13/2028,-1,Preliminary,Women's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT05,7/15/2028,1,Preliminary,Women's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT06,7/15/2028,1,Preliminary,Women's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT07,7/16/2028,2,Preliminary,Women's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT08,7/16/2028,2,Preliminary,Women's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT09,7/17/2028,3,Preliminary,Women's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT10,7/17/2028,3,Preliminary,Women's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT11,7/18/2028,4,Preliminary,Women's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT12,7/18/2028,4,Preliminary,Women's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT13,7/19/2028,5,Bronze,Women's Bronze Medal Match,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT14,7/20/2028,6,Final,Women's Gold Medal Match,9:00,13:00
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT15,7/22/2028,8,Preliminary,Men's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT16,7/22/2028,8,Preliminary,Men's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT17,7/23/2028,9,Preliminary,Men's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT18,7/23/2028,9,Preliminary,Men's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT19,7/24/2028,10,Preliminary,Men's Group Stage First Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT20,7/24/2028,10,Preliminary,Men's Group Stage First Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT21,7/25/2028,11,Preliminary,Men's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT22,7/25/2028,11,Preliminary,Men's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT23,7/26/2028,12,Preliminary,Men's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT24,7/26/2028,12,Preliminary,Men's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT25,7/27/2028,13,Preliminary,Men's Group Stage Second Round,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT26,7/27/2028,13,Preliminary,Men's Group Stage Second Round,18:00,21:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT27,7/28/2028,14,Bronze,Men's Bronze Medal Match,9:00,12:30
Cricket,Fairgrounds Cricket Stadium,Pomona,CKT28,7/29/2028,15,Final,Men's Gold Medal Match,9:00,13:00
Cycling Road (Time Trial),TBD,TBD,CRD01,7/19/2028,5,Final,Men's Individual Time Trial | Women's Individual Time Trial,10:30,14:35
Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice,CRD02,7/22/2028,8,Final,Women's Road Race,11:30,16:15
Cycling Road (Road Race),Venice Beach Boardwalk - Start,Venice,CRD03,7/23/2028,9,Final,Men's Road Race,9:00,16:15
Cycling Track,Carson Velodrome,Carson,CTR01,7/25/2028,11,Preliminary,Men's Team Sprint Qualifying | Women's Team Sprint Qualifying,9:00,10:00
Cycling Track,Carson Velodrome,Carson,CTR02,7/25/2028,11,Final,Men's Team Sprint First Round | Women's Team Sprint First Round | Men's Team Pursuit Qualifying | Men's Team Sprint Final | Women's Team Sprint Final,12:00,15:00
Cycling Track,Carson Velodrome,Carson,CTR03,7/26/2028,12,Preliminary,Women's Team Pursuit Qualifying | Men's Team Pursuit First Round | Women's Keirin First Round | Men's Sprint Qualifying | Women's Keirin Repechage,8:45,12:15
Cycling Track,Carson Velodrome,Carson,CTR04,7/26/2028,12,Final,Men's Sprint 1/32 Final | Men's Team Pursuit Final | Men's Sprint 1/32 Final Repechage | Women's Keirin Quarterfinal | Men's Sprint 1/16 Final | Men's Sprint 1/16 Final Repechage,13:45,16:45
Cycling Track,Carson Velodrome,Carson,CTR05,7/27/2028,13,Final,Women's Team Pursuit First Round | Men's Omnium Scratch Race 1/4 | Men's Sprint 1/8 Final | Men's Omnium Tempo Race 2/4 | Men's Sprint 1/8 Final Repechage | Women's Keirin Semifinal | Men's Sprint Quarterfinal Race 1 | Men's Omnium Elimination Race 3/4 | Women's Keirin Final 7-12 | Women's Keirin Final 1-6 | Men's Sprint Quarterfinal Race 2 | Women's Team Pursuit Final | Men's Sprint Quarterfinal Decider | Men's Omnium Points Race 4/4 | Men's Sprint Final for Places 5-8,11:00,16:05
Cycling Track,Carson Velodrome,Carson,CTR06,7/28/2028,14,Semifinal,Women's Sprint Qualifying | Men's Sprint Semifinal Race 1 | Women's Sprint 1/32 Final | Men's Sprint Semifinal Race 2 | Women's Sprint 1/32 Final Repechage | Men's Sprint Semifinal Decider,9:00,11:20
Cycling Track,Carson Velodrome,Carson,CTR07,7/28/2028,14,Final,Men's Sprint Final Race 1 | Women's Madison Final | Men's Sprint Final Race 2 | Women's Sprint 1/16 Final | Men's Sprint Final Decider | Women's Sprint 1/16 Final Repechage,13:00,15:15
Cycling Track,Carson Velodrome,Carson,CTR08,7/29/2028,15,Final,Women's Sprint 1/8 Final | Men's Keirin First Round | Women's Sprint 1/8 Final Repechage | Men's Madison Final | Women's Sprint Quarterfinal Race 1 | Men's Keirin Repechage | Women's Sprint Quarterfinal Race 2 | Women's Sprint Quarterfinal Decider | Women's Sprint Final for Places 5-8,11:00,14:35
Cycling Track,Carson Velodrome,Carson,CTR09,7/30/2028,16,Final,Women's Omnium Scratch Race 1/4 | Women's Sprint Semifinal Race 1 | Men's Keirin Quarterfinal | Women's Sprint Semifinal Race 2 | Women's Omnium Tempo Race 2/4 | Women's Sprint Semifinal Decider | Men's Keirin Semifinal | Women's Sprint Final Race 1 | Women's Omnium Elimination Race 3/4 | Women's Sprint Final Race 2 | Men's Keirin Final 7-12 | Men's Keirin Final 1-6 | Women's Sprint Final Decider | Women's Omnium Points Race 4/4,8:45,12:35
Diving,Rose Bowl Aquatics Center,Pasadena,DIV01,7/16/2028,2,Preliminary,Women's 3m Springboard Preliminary,10:00,12:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV02,7/17/2028,3,Semifinal,Women's 3m Springboard Semifinal,10:00,12:00
Diving,Rose Bowl Aquatics Center,Pasadena,DIV03,7/17/2028,3,Final,Women's 3m Springboard Final,15:30,16:45
Diving,Rose Bowl Aquatics Center,Pasadena,DIV04,7/18/2028,4,Preliminary,Men's 3m Springboard Preliminary,10:00,12:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV05,7/18/2028,4,Semifinal,Men's 3m Springboard Semifinal,15:30,17:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV06,7/19/2028,5,Final,Men's 3m Springboard Final,15:30,16:45
Diving,Rose Bowl Aquatics Center,Pasadena,DIV07,7/20/2028,6,Preliminary,Women's 10m Platform Preliminary,10:00,12:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV08,7/20/2028,6,Semifinal,Women's 10m Platform Semifinal,15:30,17:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV09,7/21/2028,7,Preliminary,Men's 10m Platform Preliminary,10:00,12:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV10,7/21/2028,7,Final,Women's 10m Platform Final,15:30,16:45
Diving,Rose Bowl Aquatics Center,Pasadena,DIV11,7/22/2028,8,Semifinal,Men's 10m Platform Semifinal,10:00,12:00
Diving,Rose Bowl Aquatics Center,Pasadena,DIV12,7/22/2028,8,Final,Men's 10m Platform Final,15:30,16:45
Diving,Rose Bowl Aquatics Center,Pasadena,DIV13,7/25/2028,11,Final,Women's Synchronized 3m Springboard Final,11:30,12:30
Diving,Rose Bowl Aquatics Center,Pasadena,DIV14,7/26/2028,12,Final,Men's Synchronized 3m Springboard Final,14:00,15:00
